-1.0115296;-79.4659617;33.528212232142855
-1.0115151;-79.4659086;33.47282005357143
-1.0115007;-79.4658554;33.413842785714285
-1.0114862;-79.4658023;33.35129142857143
-1.0114718;-79.4657491;33.285176982142855
-1.0114573;-79.4656960;33.21551044642857
-1.0114429;-79.4656428;33.14230282142857
-1.0114284;-79.4655897;33.065565107142855
-1.0114140;-79.4655365;32.98530830357143
-1.0113995;-79.4654834;32.901543410714285
-1.0113851;-79.4654302;32.81428142857143
-1.0113706;-79.4653771;32.723533357142855
-1.0113562;-79.4653239;32.62931019642857
-1.0113417;-79.4652708;32.53162294642857
-1.0113273;-79.4652176;32.430482607142855
-1.0113128;-79.4651645;32.32590017857143
-1.0112984;-79.4651113;32.217886660714285
-1.0112839;-79.4650582;32.10645305357143
-1.0112695;-79.4650050;31.991610357142857
-1.0112550;-79.4649519;31.87336957142857
-1.0112406;-79.4648987;31.75174169642857
-1.0112261;-79.4648456;31.626737732142857
-1.0112117;-79.4647924;31.49836867857143
-1.0111972;-79.4647393;31.366645535714286
-1.0111828;-79.4646861;31.23157930357143
-1.0111683;-79.4646330;31.093180982142857
-1.0111539;-79.4645798;30.95146157142857
-1.0111394;-79.4645267;30.80643207142857
-1.0111250;-79.4644735;30.658103482142857
-1.0111105;-79.4644204;30.50648680357143
-1.0110961;-79.4643672;30.351593035714286
-1.0110816;-79.4643141;30.19343317857143
-1.0110672;-79.4642609;30.032018232142857
-1.0110527;-79.4642078;29.86735919642857
-1.0110383;-79.4641546;29.69946707142857
-1.0110238;-79.4641015;29.528352857142857
-1.0110094;-79.4640483;29.35402755357143
-1.0130488;-79.4681849;26.65133775
